0,1,2,3
Bicol ‘Usman’ death toll rises to 57,"GUINOBATAN, Albay, Philippines — The number of bodies recovered in the Bicol Region in the aftermath of Tropical Depression “Usman” rose to 57 Sunday night, according to the regional Office of Civil Defense (OCD).Most of the victims were from Camarines Sur province where 23 have been confirmed dead, a consolidated OCD report said.Tiwi town in Albay province registered the most number of dead from landslides with 12 victims from the villages of Maynonong, Sugod, Gajo, and Bariis.Earlier, Manuel Damo of the town’s Disaster Risk Reduction and Management Council said the victims “must have relaxed after Usman was declared a low pressure area” on Saturday afternoon, prompting them to go back to their homes.Meanwhile, the province of Sorsogon also declared a state of calamity hours after Albay and Camarines Sur governors made the same declaration due to the loss of lives and property.The towns of Bulan, Magallanes, and Matnog in Sorsogon were already under a state of calamity prior to the provincial-wide declaration.According to the OCD, damage to agriculture throughout the region was at P242 million as of Sunday. /cbbHeavy rains brought by Tropical Depression “Usman” flood Buhi town, Camarines Sur. BUHI MUNICIPAL POLICE",2018-12-31,https://newsinfo.inquirer.net/1068101/bicol-usman-death-toll-rises-to-57
‘Usman’ death toll rises to 16 in Bicol,"Houses in the town of Buhi in Camarines Sur lay submerged in flood caused by days of moderate to heavy rain spawned by Tropical Depression ‘Usman.’ PHOTO BY BUHI MUNICIPAL POLICELEGAZPI CITY — Victims of landslides and flooding in Bicol rose to 16 as reports start coming in from the six provincial disaster councils on the effects of Tropical Depression “Usman,” the Office of Civil Defense (OCD) in Bicol said Sunday.Claudio Yucot, OCD regional director, said seven people drowned in the towns of Claveria, Mobo, and Uson in Masbate province.In Sorsogon, four people died when they were hit by a landslide in Sorsogon City and Bulan town.In Albay, three people, including a three-year-old boy, died when rain soaked soil and debris collapsed and buried them in Barangay (village) San Francisco in Legazpi City.In Camarines Sur, a father and son were buried alive when a landslide struck their house in Barangay Guibahoy in Lagonoy town.Reports say the fatalities in Masbate drowned in floods triggered by a heavy downpour that fell minutes after the tropical cyclone warning signal was lifted by the weather bureau on Saturday morning.The flooding also forced 61 families, or 259 individuals, to evacuate in the towns of San Jacinto, Mobo, Palanas, Uson, San Fernando and Masbate City.The OCD said Susana Celesti, 46, and siblings Minang Macahilig, 11, and Rosana, 9, all of Barangay (village) Nonoc in Claveria town, drowned while sailing in a small motor banca from Balatan town in Camarines Sur province going to their home in San Pascual town in Burias Island in Masbate.In Mobo, Juan Francisco, 44, of Barangay Marintoc and Teresita Fapiliajera, 53, of Barangay Mandali were killed by raging flood that submerged several villages in the town.Jun Nerza, 50, of Barangay Dacu died when a tree fell on him.Manilyn Catarinin from Barangay Dapdap in Uson town also drowned.Meanwhile, the Coast Guard gave permission for sea trips to resume since Saturday morning allowing the remaining stranded passengers to travel. /cbbMuch of the town of Buhi in Camarines Sur is affected by flood brought by Tropical Depression “Usman.” BUHI MUNICIPAL POLICE",2018-12-30,https://newsinfo.inquirer.net/1067795/usman-death-toll-rise-to-16-in-bicol
"9,500 passengers stranded in Bicol ports – PNP","LEGAZPI CITY, Philippines – The number of stranded passengers in different seaports in Bicol rose to more than 9,500 on Saturday morning.As of 5 a.m., authorities counted 7,202 stranded at the Matnog port in Sorsogon; 2,003 in Albay; 402 in Camarines Sur; and 12 in Masbate.Trucks, passenger buses, and light vehicles were likewise stranded.Chief Insp. Maria Luisa Calubaquib, PNP Bicol spokesperson, said 14 ships remained docked in Sorsogon; nine in Masbate; three in Catanduanes; and one in Albay.Flooding was reported in 34 villages in Sorsogon; 11 in Camarines Sur, 4 in Naga City and 2 in Albay.The Cadong bridge in Caramoan town and the Presentacion road all in Camarines Sur were not passable due to flooding.Police said 939 people were evacuated in Albay; 574 in Sorsogon, 83 in Catanduanes, and 70 in Camarines Sur.A total of 499 evacuation centers were set up in Catanduanes, Camarines Sur, Camarines Norte, Masbate, Albay and Naga City.A report from the Office of Civil Defense said that as of as 8 p.m. Friday, one lane of a provincial road in Viga town, Catanduanes, was passable. The spillway in Barangay Himaglacon in Lagonoy, Camarines Sur, was not passable to all kinds of vehicles.Authorities recorded 113 houses submerged in flood in Barangay San Buenaventura and Sta. Justina in Buhi town, Camarines Sur, affecting 23 families.In San Andres, Catanduanes 18 families were evacuated to safer grounds.In Sorsogon City, waist-high flooding was reported in Purok 7 Barangay Pamurayan. /cbbClick here for more weather related news.""",2018-12-29,https://newsinfo.inquirer.net/1067447/9500-passengers-stranded-in-bicol-ports-pnp
"TD ‘Usman’ strands 5,500 passengers in Bicol ports","LEGAZPI CITY, Philippines – More than 5,500 passengers were stranded in Bicol ports after authorities suspended sea travel in various ports in the Bicol region because of Tropical Depression “Usman” on Friday, police said.As of 6 a.m., about 4,869 passengers were stranded at the Matnog port in Sorsogon; 548 in Tabaco port, Albay; 108 in Camarines Sur; and 12 in Masbate, said Chief Insp. Maria Luisa Calubaquib, spokesperson of the Bicol police.There were also 282 trucks, passenger buses, and light vehicles that were stranded in Sorsogon, Albay and Masbate.No flooding incident was reported and all major roads and highways in the six provinces were still passable, Calubaquib said.Calubaquib said 225 evacuation centers were also set up in Catanduanes, Camarines Sur and Masbate.The Philippine Atmospheric, Geophysical and Astronomical Services Administration said “Usman” has maintained its course as it moves closer to Eastern Visayas.All provinces in the Bicol region were placed under signal number one. /muf",2018-12-28,https://newsinfo.inquirer.net/1067146/td-usman-strands-5500-passengers-in-bicol-ports
"Over 6,000 passengers stranded in ports due to TD ‘Usman’— PCG","MANILA, Philippines — The number of stranded passengers in the country’s various ports has reached over 6,000 due to tropical depression “Usman.”In an advisory, the Philippine Coast Guard (PCG) recorded a total of 6,445 stranded passengers in the following ports in the Central Visayas, Bicol and Northern Mindanao regions as Dec. 27 noon:Central VisayasPier 1, Cebu City – 105Hilton Wharf – 21Pier 3, 4, 5 Cebu City – 45Tabuelan Port – 54Hagnaya Port – 62Danao Port 80Ubay Port – 200BicolPasacao Port – 124Matnog Port – 2,357Bulan Port – 115Pio Duran Port – 395 LeytePort of Ormoc – 599Port of Bato – 40Port of Maasin – 80Liloan Port – 56Port of San Ricardo – 362 SamarPort of Balwarteco – 134Port of San Isidro – 24Port of Jubasan – 772Port of Calbayog -205Northern MindanaoPort of Dinagat – 355(function(d, s, id) {  var js, fjs = d.getElementsByTagName(s)[0];  if (d.getElementById(id)) return;  js = d.createElement(s); js.id = id;  js.src = 'https://connect.facebook.net/en_US/sdk.js#xfbml=1&version=v3.2';  fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));Updates of Stranded Passengers/Vessels/Motorbancas due to Tropical Depression ""Usman"" as of 12PM today, 27 December…Posted by Philippine Coast Guard on Wednesday, December 26, 2018Aside from passengers, 380 rolling cargoes, 33 vessels and 19 motor bancas were also stranded in various ports.The PCG has suspended vessel trips in 11 areas on Thursday due to the rough sea condition, including Southern Leyte, Northern Samar, and Dinagat Islands.The PCG also suspended all sea travels from Surigao City in Surigao del Norte.READ: Sea travel suspended in ‘Usman’-affected areas – Coast Guard According to the Philippine Atmospheric, Geophysical, and Astronomical Services Administration (Pagasa), moderate to heavy rains, which may trigger flooding and landslides, are expected to affect Bicol, Eastern Visayas and Dinagat Islands on Thursday.Meanwhile, the same severe weather will also be experienced over the Visayas, Bicol Region, Mindoro provinces, Marinduque, Romblon, and Quezon on Friday.“Usman” was last spotted 450 kilometers (km) east of Surigao City, Surigao del Norte or 440 km east-southeast of Guiuan, Eastern Samar.It was packing maximum sustained winds of 55 kilometers per hour (kph) and gusts of up to 65 kph. It was moving west-northwest at 15 kph.“Usman” is expected to make landfall over Eastern Samar on Friday afternoon, Pagasa said. /muf",2018-12-27,https://newsinfo.inquirer.net/1066873/over-6000-passengers-stranded-in-ports-due-to-td-usman-pcg
Militant groups protest militarization,LEGAZPI CITY – Members of militant groups Bagong Alyansang Makabayan and Karapatan in Bicol held a protest rally as Defense Secretary Delfin Lorenzana was expected to arrive here Tuesday.The militants were protesting the militarization of the government where President Duterte appoints retired military officials in various government posts.Lorenzana was expected to address members of the Regional Peace and Order Council at the Legazpi City Convention Center. MAR S. ARGUELLES,2018-12-18,https://newsinfo.inquirer.net/1064141/militant-groups-protest-militarization
Bicol police in full alert after series of NPA attacks,"MANILA, Philippines — Police in the Bicol region are now on full alert following a series of attacks on government troops by suspected members of the communist New People’s Army (NPA).Bicol police director Chief Supt. Arnel Escobal said the alert level in the region was raised on Monday.Escobal said the NPA  launched a series of attacks Monday night, including an attack on a police station in Magallanes town in Sorsogon, and attacks on two mobile force companies and on a militia unit.“Baka may kasunod pa (there could be more attacks) and we are doing offensives with the augmentation of a SAF (Special Action Force) company,” Escobal said in a text message.Under a full alert status, all police officers are to be on duty with leaves canceled.  /mufREAD: 4 hurt in NPA attack in Sorsogon town police station",2018-12-18,https://newsinfo.inquirer.net/1064136/bicol-police-in-full-alert-after-series-of-npa-attacks
Flights canceled Monday due to bad weather,"Cebu Pacific aircraftThe Manila International Airport Authority (Miaa) on Monday said that some domestic flights were canceled due to inclement weather.In an advisory, the Miaa said that the following flights were canceled as of 7 a.m.Cebu Pacific5J 321 Manila – Legazpi5J 322 Legazpi – ManilaThe Bicol region will experience cloudy skies with scattered rain and thunderstorms due to the tail-end of a cold front.The weather bureau warned residents of affected areas for possible flash floods and landslides caused by scattered light to moderate rain. /cbb",2018-12-17,https://newsinfo.inquirer.net/1063833/flights-canceled-monday-due-to-bad-weather
Operatives nab ‘pusher’ in Ligao City anti-drug sting,"LEGAZPI CITY – A suspected drug pusher was arrested by anti-narcotics operatives in a drug operation in Ligao City on Tuesday, police said.Chief Insp. Maria Luisa  Calubaquib, spokesperson of the Bicol police, identified the suspect as Dennis Valencia alias “Choy,” allegedly a notorious drug pusher in the city.She said Valencia was collared while selling drugs to an undercover agent at Sambitan Crossing, Maharlika Highway, in Barangay Sta. Cruz around 9 a.m.The suspect did not resist arrest while operatives seized from him two plastic sachets of suspected “shabu” (crystal meth), weighing 51.5 grams with an estimated street value of P350,000.The suspect was a drug surrenderer and ranked number six in the drug watchlist of the Philippine Drug Enforcement Agency in Albay province. /kga",2018-12-11,https://newsinfo.inquirer.net/1062174/operatives-nab-pusher-in-ligao-city-anti-drug-sting
DOH: Over 200 cases of HIV-AIDS recorded in Bicol from Jan-Sept 2018,"LEGAZPI CITY – Some 229 Bicolanos tested positive for Human Immunodeficiency Virus-Acquired Immune Deficiency Syndrome (HIV-AIDS) from January-September this year, the Department of Health (DOH) in Bicol said Monday.The DOH Epidemiology Bureau’s recorded 229 cases was three cases higher than the 226 cases it recorded in the same period last year.Dr. Ernie Vera, DOH acting regional director, at a press briefing on Monday afternoon said the rising number of HIV-AIDS cases in Bicol is a serious health concern even if it only contributes a three-percent share in the total HIV cases nationwide. Topping the list of having the most number of recorded HIV-AIDS cases was the National Capital Region (NCR) followed by Central Luzon and Central Visayas.According to Vera, the surging cases of this disease have gone beyond an outbreak since it has already become epidemic.In the region, Camarines Sur remains to have the highest number of cases with 83, followed by Albay with 81 cases, Sorsogon with 26, Masbate with 20, Camarines Norte with 15, and Catanduanes with four, according to government data.From 1984 to 2017, there are 724 HIV cases recorded in the Bicol region; and from 1984 to 2015, 32 people have already due to the social disease, it added.Throughout the country, a total of 50,725 HIV-AIDS cases were recorded from January 1984 to December 2017, it also said. /kga",2018-12-03,https://newsinfo.inquirer.net/1059621/doh-over-200-cases-of-hiv-aids-recorded-in-bicol-from-jan-sept-2018
