0,1,2,3
Bicol OCD: Tropical Depression Usman death toll climbs to 68,"Read more
(UPDATED) The Office of Civil Defense -Bicol Region fears the number of fatalities will continue to increase    SEARCH AND RETRIEVAL. Police officers, fire brigades and volunteers help in the operation. Photo by Mavic Conde/Rappler MANILA, Philippines (UPDATED) – The death toll from Tropical Depression Usman climbed to 68 with the number of fatalities expected to increase higher, said the Office of Civil Defense Bicol Region Monday, December 31.Fifty-seven people died in the Bicol region, while 11 were killed in Samar, mostly due to landslides and drownings, the OCD officials said.""I am afraid this (death toll) will still go up because there are a lot of areas we still have to clear,"" said Claudio Yucot, Bicol civil defense director.Earlier, the National Disaster Risk Reduction and Management Council (NDRRMC), said its record Sunday night, December 20, had 61 people dead, 18 people recorded missing and 12 others from Mimaropa, Bicol Region, and Eastern Visayas. They were also still validating reports Monday.Landslides had occurred in Albay on Saturday, December 29 and Friday, December 28, which left at least 12 dead as of Sunday.Apart from this, landslides were also reported in Nato town, Camarines Sur. Ten bodies were recovered in the area.Yucot said many people failed to take necessary precautions because Usman was not strong enough to be rated as a typhoon by Philippine Atmospheric, Geophysical, and Astronomical Services Administration (PAGASA)..""People were overconfident because they were on (Christmas) vacation mode and there was no tropical cyclone warning,"" Yucot told AFP.Although Usman has been downgraded into a low pressure and has since moved westward away from the country, many affected areas were still experiencing seasonal rains, hampering rescue and recovery efforts, he added.Bicol OCD counted 17 people still missing and more than 40,000 were displaced nationwide. In an updated report from the Department of Social Welfare and Development (DSWD) Disaster Response and Management Bureau (DRMB), 3,488 families or 13,469 persons were moved to 112 evacuation centers. The residents were from Calabarzon, Mimaropa, Bicol, and Eastern Visayas.Meanwhile, the DSWD report also said 189 families or 939 individuals decided to stay with relatives and friends but were still being served by the agency.So far, about P395,144 worth of aid has been provided by the DSWD to local government units. Emergency telecommunication equipment is also on standby if needed, the DSWD said.According to data from the Philippine Atmospheric, Geophysical, and Astronomical Services Administration (PAGASA), the low pressure area which used to be Tropical Depression Usman dumped large volumes of rainfall in parts of Luzon and the Visayas in just two days. (READ: How much rain did Tropical Depression Usman bring?)Daet, Camarines Norte; Legazpi City, Albay; and Catarman, Northern Samar, had the most rain from Friday, December 28, to Saturday, December 29.Heavy rains prompted local officials to declare a state of calamity in Camarines Sur, Albay, and Sorsogon.Usman left the Philippine Area of Responsibility (PAR) on Sunday, but the northeast monsoon or amihan is still affecting Luzon. – with reports from Sofia Tomacruz, Agence France Presse/Rappler.com",31/12/2018,http://www.rappler.com/nation/220005-tropical-depression-usman-death-toll-december-31-2018
At least 50 killed in Bicol during Tropical Depression Usman,"Read more
(UPDATED) Most of the fatalities are in Albay and Camarines Sur    RETRIEVED BODY. Police officers carry a new found body buried in a landslide in Barangay Sugod in Tiwi, Albay on Sunday. Photo by Mavic Conde/Rappler MANILA, Philippines (UPDATED) – Landslides and heavy rain triggered by Tropical Depresson Usman killed at least 50 people in the Bicol region as of Sunday, December 30. Below is the breakdown of the number of deaths according to a post made from Albay 2nd District Representative Joey Salceda based on information from the Office of Civil Defense:As of 7 pm on December 30, 17 people remain missing.The National Disaster Risk Reduction and Management Council (NDRRMC) warned Albay residents Saturday of possible flooding and landslide. (LOOK: Heavy rain due to Usman floods Libon town)According to PNP Bicol spokesperson Maria Calubaquib, a landslide occurred at about 9 pm on Saturday, December 29, in Barangay Sugod, Tiwi, Albay. Nine people died there. Residents said a barangay kagawad in Sugod went around to tell residents to evacuate before dark fell. However, because a landslide had never happened in the area before, some residents did not heed the advice, the residents said.Calubaquib said search and rescue operations were ongoing.Meanwhile, an earlier landslide late Friday night, December 28 also occurred in Barangay San Fernando, Legazpi City. It left 3 people dead.According to the Philippine Atmospheric, Geophysical, and Astronomical Services Administration (PAGASA) the low pressure area (LPA) which used to be Tropical Depression Usman and the tail-end of a cold front are still bringing rain on Sunday.PAGASA advised all areas affected by the LPA and the tail-end of a cold front to stay on alert for flash floods and landslides.The Department of Social Welfare and Development  likewise remained on standby for response to residents affected by Usman. – with reports from Rambo Talabong, Sofia Tomacruz, Rhadyz Barcia, and Mavic Conde/Rappler.com",30/12/2018,http://www.rappler.com/nation/219968-tropical-depression-usman-death-toll-december-30-2018
Batocabe security pulled out before murder? Cops cry foul,"Read more
Police insist that AKO Bicol congressman Rodel Batocabe was assigned only one security escort, SPO1 Orlando Diaz, who also died during the attack    CRIME SCENE. AKO Bicol Representative Rodel Batocabe and his police escort SPO1 Orlando Diaz are shot dead just under this waiting shed after a gift-giving program in Daraga town in Albay on December 22, 2018. Photos from Bicol Police MANILA, Philippines – Police pulled out security escorts of slain congressman Rodel Batocabe before his murder, his fellow AKO Bicol representative Alfredo Garbin Jr claimed on Sunday, December 23. Police denied his allegation.“The killing of our friend and colleague congressman Batocabe was planned because he was killed days after his security personnel recalled suddenly by Superintendent Charlotte Peñalosa for [an] unknown reason,” Garbin, sobbing, told reporters in a press briefing.According to Garbin, Batocabe originally had 3 policemen to guard him, but two were taken away just before he was shot dead on Saturday.Batocabe’s one police aide, Senior Police Officer I Orlando Diaz was also killed during the ambush.Had there been more policemen to guard his colleague, Garbin said Batocabe could have survived the attack. (READ: Batocabe killed on day of wedding anniversary with 'wifey')Police said Garbin got it wrong.In a text message to Rappler, Philippine National Police (PNP) Police Security and Protection Group (PSPG) chief Filmore Escobal said Batocabe only had one police escort assigned to him.“PSPG member died defending his VIP. Not true…For now, isa pa lang provided [na police escort], ['di] pa sya nakapili ng 1 pa na gusto nya na pulis (There is only one provided police escort. He hasn't chosen his other police guard yet),” Escobal said.The PNP PSPG is the police unit which facilitates the assignment of police guards for high-profile personalities and civilians who request them after proving that they have received threats.The PSPG has only recently recalled police aides for accounting or reorientation, but Escobal said that this was not the case with Batocabe.A police special investigation task group has been formed to focus on investigating Batocabe’s murder. – Rappler.com",23/12/2018,http://www.rappler.com/nation/219534-security-pullout-before-batocabe-murder-cops-cry-foul
AKO Bicol congressman Garbin robbed a day after party mate’s murder,"Read more
The robbery happens while Representative Alfredo Garbin Jr is at a press conference in Daraga, Albay, announcing the P15 million reward for the arrest of suspects in Rodel Batocabe's murder    ROBBED. The house of AKO Bicol Representative Alfredo Garbin Jr is robbed a day after his fellow party list congressman Rodel Batocabe was shot dead. Bicol police photos MANILA, Philippines – A day after his fellow AKO Bicol representative Rodel Batocabe was killed, Representative Alfredo Garbin Jr got robbed on Sunday, December 23.According to the police spot report, Garbin's Legazpi City home was infiltrated at around 9:30 am by an unidentified suspect who took cash and checks worth P500,000 and wristwatches.The robbery happened while Garbin was at a press conference in Daraga, Albay, where AKO Bicol and the provincial government of Albay announced their offer of P15 million for any information that would lead to the arrest of the mastermind and the accomplices in the murder of congressman Batocabe. Cops have requested for scene-of-the-crime experts to process the crime scene at Garbin's house as of posting time. – Rappler.com",23/12/2018,http://www.rappler.com/nation/219524-alfredo-garbin-robbed-one-day-after-batocabe-murder
"Batocabe murder: Albay gov’t, AKO Bicol offer P15 M reward for arrests","Read more
(UPDATED) The P15 million bounty is separate from the reward being raised by the House of Representatives through donations from its members     CLOSING RANKS. Bicolano elected officials announce in a press conference on December 23, 2018, their concerted efforts toward the arrest of suspects in the killing of AKO Bicol Representative Rodel Batocabe. Photo by Rhaydz Barcia/Rappler ALBAY, Philippines (UPDATED) – The provincial government of Albay and AKO Bicol party-list group are offering a total reward of P15 million for any information that will lead to the arrest of the mastermind and accomplices in the murder of congressman Rodel Batocabe. Albay Governor Al Francis Bichara and AKO Bicol Representative Alfredo Garbin Jr announced this on Sunday, December 23, in a press conference with other elected officials from the Bicol region.  The P15 million bounty is separate from the reward being raised by the House of Representatives through donations from its members which, as of Saturday night, had reached P3 million.  Negros Occidental 3rd District Representative Alfredo Benitez, leader of the Visayan bloc who initiated raising the reward money from the House, said Saturday night over 100 lawmakers had committed to donating money.  The combined reward money from Albay, AKO Bicol, and the House is expected to amount to P25 million to P30 million, Garbin said during the press con on Sunday. Batocabe, who was on his final term as AKO Bicol representative in Congress, was running for mayor of Daraga, Albay, when he was slain right after a Christmas gift-giving activity with senior citizens and persons with disabilities in his home town Saturday afternoon, December 22. (READ: IN PHOTOS: Batocabe murder crime scene) Batocabe’s family and other lawmakers are certain his political foes were behind his murder. Batocabe's wake in DaragaSWIFT RESOLUTION. Speaker Gloria Macapagal Arroyo (seated beside AKO Bicol Representative Rodel Batocabe's son), visits the wake of the party-list congressman at the Ricardo Arcilla Hall in Daraga, Albay on December 23, 2018. She calls on authorities to resolve the case immediately. Photo courtesy of SGMA’s office Speaker Gloria Macapagal Arroyo went to Batocabe's wake Sunday morning, one of first public figures to do so. In a chance interview with reporters, she reiterated her call for the authorities to ""conduct a thorough and speedy investigation."" She said ""about 150 congressmen have already committed to put up a fund to get the killers. That really is the best way to get the killers.""Arroyo remembered Batocabe as a congressman who ""certainly did his part"" during his 3 terms. ""He was very very active in the hearings. Very tough interrogator and also a very tough debater,"" she said. – with a report from Rhaydz Barcia/Rappler.com ",23/12/2018,http://www.rappler.com/nation/219516-ako-bicol-albay-government-reward-money-rodel-batocabe-murder
"Political foes behind Batocabe killing – family, lawmakers","Read more
(UPDATED) 'You know so well we were winning the race. You coward just had to take him out,' says Gertie, the wife of slain Ako Bicol Representative Rodel Batocabe    CRIME SCENE. AKO Bicol Representative Rodel Batocabe and his police escort SPO1 Orlando Diaz are shot dead just under a waiting shed after completing a gift-giving program in Daraga town in Albay. Photo from Bicol Police  MANILA, Philippines (UPDATED) – The family of AKO Bicol Representative Rodel Batocabe and some lawmakers said politics motivated the killing of the congressman in Daraga, Albay.On her Facebook, Gertie Duran-Batocabe accused a rival camp of masterminding the murder. She, however, did not identify them.“YOU know so well we were winning the race. You coward just had to take him out,” Mrs Batocabe’s post read.Senate President Vicente Sotto III said he was surpised by the news and said politics was “obviously” the reason for the killing.“Na-shock ako, nalungkot talaga ako kasi kasama ko pa sya nitong taon na ito…. Nakakalungkot ang pangyayari. tatakbong mayor eh,” Sotto said over radio dzBB on Sunday, December 23. (I was shocked and saddened because I was with him just this year....I was saddened by the incident, he's running for mayor.)“Obviously political yan, wala nang iba. Ang pinakamaganda, kailangan kumilos ang DILG, PNP alam nila sino dapat imbestigahan at dapat ang police force dun kailangan galawin na,” Sotto said. (Obviously, it's political, nothing else. The best thing to do is for the DILG and PNP to act, they know who should be investigated. The police force there should be replaced.)Senator Richard Gordon said the assassination of Batocabe ""shows that there are people who think that violence and bloodshed are substitues for dialougue and clean, honest and peaceful elections.""Regional police official Arnel Escobel had told Agence France-Presse that Batocabe recently voiced concern that rivals in the local mayoral race were using armed groups to influence the vote.Batocabe was set to run for mayor of the municipality of Daraga in the 2019 polls. He was supposed to run against incumbent Mayor Carlwyn Baldo of Lakas-CMD and Victor Perete of PDP-Laban.In a public post, Baldo expressed “great sorrow” over the passing of Batocabe and ordered an investigation into the killing.“Christmas should not be tainted by blood and I will not condone such violent and terroristic acts in this town. My heart goes out to the Batocabe family and his friends,” Baldo said on Facebook.Senator Nancy Binay had called on the Commission on Elections to declare Albay province an election hot spot, following the killing of Batocabe and two journalists in the previous months.“In the past months, election-related killings and murders have increased. But if we do not face these cases to bring justice, no amount of condemnation would bring justice to the victims and their families,” Binay said in a statement in a mix of Filipino and English.On Saturday afternoon, Batocabe was leading a gift-giving program for senior citizens in Daraga when he was shot dead by two unidentified gunmen. Police said there are “more or less” a total of 6 suspects.The lawmaker sustained 8 gunshot wounds, according to police. His bodyguard, SPO1 Orlando Diaz, was also killed while 7 senior citizens were injured. (READ: Malacañang vows 'no stone unturned' in Batocabe probe) – Rappler.com",23/12/2018,http://www.rappler.com/nation/219515-family-lawmakers-say-political-foes-behind-batocabe-killing
"AKO Bicol Representative Batocabe's wake held in Daraga, Albay","Read more
(UPDATED) A service for the late Rodel Batocabe's friends, family, colleagues in Manila will also be held, with details to be announced soon    RODEL BATOCABE. The late congressman's wake will be held in Albay. Photo from Rodel Batocabe's Facebook page MANILA, Philippines (UPDATED) – The late Congressman Rodel Batocabe's wake is being held at the Arcilla Hall, Bicol University, in Daraga Albay.Viewing started at 10 am on Sunday, December 23. (READ: Rodel Batocabe, outspoken lawyer and staunch supporter of ex-Speaker Alvarez)These details were confirmed by his son, Kiel Batocabe, on Sunday. The wake will be until Monday, December 31.On January 14, 2019, a memorial service is being planned at the House of Representatives in Quezon City, for the benefit of Batocabe's friends, family, and colleagues in Manila.Batocabe was shot dead on Saturday, December 22, while attending a gift-giving event for senior citizens and people with disabilities in Burgos, Daraga town, Albay.Two men wearing bonnets shot Batocabe inside a covered court, police said. Batocabe sustained 8 gunshot wounds.His police escort Senior Police Officer 1 Orlando Diaz also died in the attack, while 6 others were wounded.The 52-year-old was a lawyer and 3rd-termer representative, and was set to run for the post of Daraga mayor in the 2019 elections. – Rappler.com",23/12/2018,http://www.rappler.com/nation/219504-ako-bicol-representative-batocabe-wake-daraga-albay
Lawmakers raise P30M reward to capture Batocabe's killers,"Read more
(UPDATED) The House of Representatives' Visayan bloc hopes 'people would start cooperating with the police conducting the investigation'    JUSTICE. Colleagues of AKO Bicol Representative Rodel Batocabe call for justice. Photo from Batocabe's Facebook page BACOLOD, Philippines (UPDATED) – The reward money for the capture of those behind the murder of AKO Bicol Representative Rodel Batocabe continues to increase, with more colleagues pledging donations. The Visayan bloc in the House of Representatives started the initiative on the day Batocabe was killed, initially raising at least P3 million in reward money for whoever could provide information that would lead to the arrest of the killers.As of Monday, December 24, the amount as reached P30 million, according to various House sources. Half of that came from the combined P15 million reward offered by AKO Bicol and the provincial government of Albay on Sunday. On Monday, opposition legislators composing the ""Magnificent 7"" said they would give P50,000 each for the reward fund. They will also give ""a matching amount...to be divided equally between the Batocabe and Diaz families, which amount shall be at their disposal, including the establishment of a foundation, on the part of the Batocabe family, to strongly and effectively campaign for the elimination of the culture of violence and impunity."" Batocabe and his police escort were shot dead following a gift-giving activity for senior citizens and persons with disabilities in Daraga, Albay, on Saturday, December 22. He was murdered on his wedding anniversary.He is the first congressman killed under the administration of President Rodrigo Duterte. (READ: Malacañang vows 'no stone unturned' in Batocabe probe) Negros Occidental 3rd District Representative Alfredo Benitez, leader of the Visayan bloc, on Saturday secured the commitment of over 100 lawmakers ""to put up reward money for the speedy capture of the perpetrators of this dastardly crime,"" said Abang Lingkod Representative Joseph Stephen Paduano.They were ""hoping that people would start cooperating with the police conducting the investigation,"" added Paduano, who is from Negros Occidental.""We, in the Visayan bloc headed by Congressman Benitez, vowed to use everything in our power to see that justice is served for Representative Batocabe and his loved ones,"" Paduano said.He added that Batocabe ""has served the people of Bicol well and has been one of the most hardworking members of the House of Representatives.""""I see no reason why somebody would even want to hurt Batocabe except those who are willing to do anything and everything to stop Batocabe from giving the people of Bicol the kind of public service that they deserve,"" Paduano said. – Rappler.com",22/12/2018,http://www.rappler.com/nation/219493-visayan-bloc-lawmakers-raise-reward-money-capture-rodel-batocabe-killers
Batocabe killed on day of wedding anniversary with 'wifey',"Read more
(UPDATED) The wife of AKO Bicol Representative Rodel Batocabe shares photos of them on vacation, saying, 'I will always have these in my heart'    FROM JOY TO GRIEF. AKO Bicol Representative Rodel Batocabe and his wife Gertie were supposed to enjoy their wedding anniversary on December 22, 2018, but gunmen killed the congressman after a gift-giving program in Albay. Photo from Batocabe's Facebook page  MANILA, Philippines (UPDATED) – AKO Bicol Representative Rodel Batocabe was killed on one of the most important days of the year for him: his wedding anniversary.His wedding anniversary on Saturday, December 22, was confirmed to Rappler by his fellow AKO Bicol congressman, Alfredo Garbin Jr. His wife Gertie later posted on Facebook about their anniversary as well.On Saturday afternoon, Batocabe was leading a gift-giving program for senior citizens in Daraga, Albay, where he was running for mayor in the 2019 elections.Just after stepping out of the event venue, Batocabe was shot dead by two unidentified gunmen.The lawmaker sustained 8 gunshot wounds, according to police. His bodyguard, SPO1 Orlando Diaz, was also killed. (READ: Malacañang vows 'no stone unturned' in Batocabe probe)In a Facebook post on Saturday evening, Gertie shared photos of her and her husband on vacation, with this caption: ""Today is our wedding anniversary. I will always have these in my heart, despite how busy you were, for my 50th birthday you took me to a place off-grid just to strike it off my bucket list. I will never understand your world. Come back in my dreams Bá. Thank you my love...""Batocabe had frequently posted photos of him and Gertie on Facebook, calling her his ""wifey."" Photos showed them having lunch or enjoying vacations, among others.His most recent Facebook post with her was just last December 2, Gertie's birthday.""To the only girl in the family who is always quietly behind her boys all year round, and only takes center stage this day, happy birthday! We love you!"" Batocabe wrote in the caption.Batocabe and his wife have two sons, Jhustine and Khiel.As of posting time, cops have not yet spoken to the Batocabe family. They worry that the family is still in a state of shock. – with a report from Mara Cepeda/Rappler.com",22/12/2018,http://www.rappler.com/nation/219491-rodel-batocabe-killed-wedding-anniversary
Malacañang vows 'no stone unturned' in Batocabe probe,"Read more
Vice President Leni Robredo also condemns the murder of AKO Bicol Representative Rodel Batocabe, saying that 'impunity must end'    SLAIN LAWMAKER. Malacañang promises justice for AKO Bicol Representative Rodel Batocabe, who was shot dead on December 22, 2018. File photo by Mara Cepeda/Rappler MANILA, Philippines – Malacañang vowed justice for slain AKO Bicol Representative Rodel Batocabe, who was gunned down in Albay on Saturday, December 22.""Proper authorities are now investigating this brazen murder as we vow to leave no stone unturned in bringing the perpetrators of this felonious act to justice,"" said Presidential Spokesperson and Chief Presidential Legal Counsel Salvador Panelo in a statement on Saturday.""The Palace likewise expresses its deep condolences to his bereaved family, his loved ones, as well as his friends and colleagues in Congress during this moment of great grief."" (READ: Arroyo, lawmakers condemn killing of Batocabe)Interior Secretary Eduardo Año, in a separate statement, said he directed the Philippine National Police to immediately conduct an investigation.""All angles and motives will be pursued,"" he said. ""We will make sure that justice shall prevail.""'This impunity must end'Vice President Leni Robredo also condemned Batocabe's murder, saying that justice must be swift.She described the lawmaker as ""smart and eloquent, witty and cheerful, a person who lived life to the fullest.""""Rodel was a fellow Bicolano, my batchmate in UP Diliman, and a colleague in the 16th Congress.... He will be missed, both for his service and his friendship,"" the Vice President said.""But beyond my personal grief at his passing, is the growing rage at yet another brazen murder, committed in broad daylight, in the middle of a crowd,"" Robredo also said.""This cannot, and must not be the new normal; when Filipinos, young and old, rich and poor, are gunned down in cold blood as a matter of course, and where none of us can feel safe. This impunity must end.""Batocabe was running for mayor of Daraga, Albay, in the 2019 elections. He is the first congressman to be shot dead since President Rodrigo Duterte assumed office in 2016.At least 7 vice mayors and 12 mayors have been slain under the Duterte administration. – Rappler.comMove, the civic engagement arm of Rappler, is crowdsourcing comments on, and recommendations for, nominees to the Duterte Cabinet. You can post information and opinion on Salvador Panelo on X.",22/12/2018,http://www.rappler.com/nation/219490-malacanang-robredo-statements-ako-bicol-congressman-rodel-batocabe-murder
