0,1,2,3
Duterte in typhoon-hit Bicol: Let's return to normalcy ASAP,"MANILA, Philippines – President Rodrigo Duterte on Tuesday, December 27, visited Catanduanes and Camarines Sur – two provinces in the Bicol Region badly hit by Typhoon Nina (Nock-ten).

In Camarines Sur – a province placed under state of calamity on Monday morning, December 26 – Duterte urged the immediate return to normalcy following the typhoon.

""The thing is, after whatever it is, catastrophe, war, sunog, calamity, is really to go back immediately to the normal ways. Huwag na tayong maghintay and wallow in self-pity, nakakaawa tayo. Balik na kaagad kayo kinabukasan. We return to normalcy ASAP, as soon as possible,"" he explained.

(The thing is, after whatever it is, catastrophe, war, fire, calamity, is really to go back immediately to the normal ways. Let's not wait anymore and wallow in self-pity, we're only pitiful. Let's immediately go back to normal tomorrow. We return to normalcy ASAP, as soon as possible.)

Duterte said Defense Secretary Delfin Lorenzana is already making overall assessments of the situation in typhoon-hit areas.

""Then, nandito po si [Energy] Secretary Al Cusi, so nandito siya because I know 'yung electric ninyo. So ang order ko sa kanya as soon as possible. But give us time...to get things done, pero at least nandito na kami,"" he added, assuring Bicolanos that he and his delegation on Tuesday came to help and “nothing more.""

(Then, Energy Secretary Al Cusi is also here, so he's here because I know your electricity. My order to him is as soon as possible. But give us time…to get things done, but at least we're already here.)

""Wala na akong ibang pinuntahan dito, 'yung aming trabaho lang. Purely trabaho (I did not come here for anything else, only our work. Purely work only),"" the President added.

He also said that at least P50 million will be allotted for agricultural needs post-typhoon.

Earlier, in Catanduanes, Duterte gave a short speech at the provincial capitol, where he said he won't be doing the ceremonial distribution of relief goods. He said it made him feel uneasy, and called the practice political propaganda.

""Ayaw na ayaw ko niyan (I really do not like that),"" he said, referring to the usual practice of government officials giving relief goods to a few people infront of the cameras, before the entire lot is given to the beneficiaries.

He instead told the crowd at the capital Virac, led by local officials, that the national government will immediately provide assistance, with the amount finalized before the New Year.

Typhoon Nina has since weakened into a severe tropical storm after making landfall in the country for a total of 8 times. Its first two landfalls happened in Bato, Catanduanes and Sagñay, Camarines Sur on Christmas Day.

The typhoon left at least 6 people dead and 19 others missing.",27/12/2016,https://www.rappler.com/nation/156785-duterte-typhoon-hit-bicol-return-normalcy-asap
"Typhoon Nina leaves at least 6 dead, 19 missing","MANILA, Philippines (UPDATED) – Typhoon Nina (Nock-ten) left at least 6 people dead and 19 others missing, the government said in an update on Tuesday, December 27.

In the worst incident, the MV Starlight Atlantic ferry sank off the coastal province of Batangas, killing one and leaving 19 crewmen missing, according to the Philippine Coast Guard.

Raul Belesario, commander of Coast Guard Station Batangas, identified the lone casualty as 21-year-old Lyka Banaynal, who was washed ashore in San Isidro, Batangas.

“Our personnel are still conducting search and rescue in the waters off Maricaban Island and in the vicinity nearby,” he said on Tuesday. “Our station is looking for any floating bodies within the area.”

Five others were killed by floods and falling objects knocked down when the storm hit.

In Albay, 3 people were reported dead, according to a Monday, December 25 report. The casualties were Espelita Begas Marilad, 57, who was hit by the fallen concrete wall inside her home at the height of the typhoon; and couple Antonio Calingacion, 73, and Teresita Calingacion, 70, who were found dead in Viga River. All 3 were residents of Polangui town.

“We’ve done everything to protect our people from Nina’s wrath but the incident is beyond our control,"" said Albay Governor Al Francis Bichara on Monday. ""We evacuated hundreds of thousands people before the typhoon strikes for their safety with complete food provision.""

Catanduanes Governor Joseph Cua, in a phone interview, said that there was one reported casualty and dozens wounded in his province. Various roads were not passable due to landslides but clearing operation are currently being done by the Department of Public Works and Highways.

Cua said his office could not provide more details yet on the person who died.

Another casualty from the typhoon was also not yet identified.

Damaged plantations

“Government and private properties were destroyed specifically houses made of light materials were totally trampled to the ground as Nina unleashed its fury on Christmas Day,” said Bernardo Rafaelito Alejandro, regional Office of Civil Defense (OCD) and director of the Regional Disaster Risk Reduction and Management Council (RDRRMC).

Alejandro and other regional disaster officials immediately flew to Catanduanes via Philippine Air Force helicopters to assess the impact of the typhoon.

Alejandro said coconut plantations in Catanduanes were totally destroyed. “Coconut plantations are totally damaged and numerous families left homeless on Christmas Day,” he said.

Catanduanes, which is under a state of calamity, remained without electricity.

Cua, who was in Manila when the typhoon hit his province, said he is directly working with officials from the National Disaster Risk Reduction and Management Council (NDRRMC). Following Cua’s request, the NDRRMC committed 4 C-130 planes packed with relief good intended for the province's typhoon victims. One of them left Cebu for Catanduanes Monday afternoon.

Sad Christmas

In the city of Ligao in Albay, many streets and farms were in ankle-deep water while some homes remained caked in mud left by flooding.

Masseuse Erna Angela Pintor, 20, said she and her family spent a sleepless Christmas in fear as the strong winds ripped off part of their roof.

Their neighbors living near the river bank sought refuge in their home as the waters rose to their chests, she recalled, though her own family was luckier.

""The floods (last night) only reached to our knees. Thank goodness the current wasn't that strong,"" she told Agence France-Presse.

""This was supposed to be a celebration but we cannot celebrate. This is a sad Christmas for us. No one (in the family) died but a lot of our neighbors' homes were washed away.""

Now over West PH Sea

More than 383,000 people have fled their homes while over 80 domestic and international flights have been cancelled, the OCD said, as the unusually late typhoon marred Christmas celebrations in the largely Christian nation.

The government weather bureau PAGASA said that as of 2pm local time, Nina is moving northwest at 20 kilometers per hour and is now off to the West Philippine Sea. It is expected to exit the Philippine Area of Responsibility by Wednesday, December 28.

The bustling metropolis of about 13 million was eerily quiet the day after Christmas with the usual holiday revelers staying indoors as the storm approached. ",26/12/2016,https://www.rappler.com/nation/156676-typhoon-nina-nock-ten-casualties
#NinaPH: Telco services down in parts of Southern Luzon,"MANILA, Philippines – Strong winds from Typhoon Nina (Nock-ten), on Monday, December 26, disrupted the service operations of Globe Telecom Incorporated and Smart Communications in some parts of Southern Luzon.

Globe reported voice, call, and data service disruptions in some parts of Albay, Catanduanes, Camarines Sur, Sorsogon, Marinduque, Masbate, Oriental Mindoro, and Quezon, as of noontime on Monday.

The onslaught of Typhoon Nina caused commercial power interruption and multiple fiber cuts, resulting in temporary service disruptions, especially in Albay and Camarines Sur, the Ayala-led telco added.

""Based on our network team assessment, intermittent services were mostly caused by commercial power outages in the Bicol Region. Generator sets for cell towers are now being used to allow customers to use basic telecommunications services such as calls and text messaging,"" said Yoly Crisanto, senior vice president for corporate communications of Globe.

""[A]t least 6 towers located in Camarines Sur (4 towers), Albay, and Marinduque were structurally affected, which will make full service restoration longer. The towers were reportedly damaged because of strong winds that ran up to 200 kilometers per hour. Multiple fiber cuts were also reported from Pili to Legaspi,"" she added.

Meanwhile, Smart Communications said as of 3pm, December 26, about 86% of Smart’s cell sites in the 14 provinces in South Luzon affected by Typhoon Nina were operating, providing voice and SMS services.

Smart saud disruption of services was heavily concentrated in the areas hardest hit by the storm. These are the provinces of:

Catanduanes, where services were disrupted this morning after the radio transmission link to the island province was damaged);
Marinduque, where half of the cell sites were operating; and
Albay, Camarines Sur and Romblon, where about 60% of facilities were operational.
Globe and Smart said they have dispatched technical personnel to immediately restore affected network services.",26/12/2016,https://www.rappler.com/business/156672-telco-services-down-typhoon-nina-2016
#ReliefPH: Help victims of Typhoon Nina,"MANILA, Philippines (UPDATED) – Typhoon Nina (Nock-Ten) made landfall in Catanduanes and Camarines Sur on Christmas evening, Sunday, December 25, bringing strong winds and heavy rains to Bicol.

Initial reports from the field showed damaged infrastructure, extreme flooding, and disrupted lives. Thousands of Filipinos were forced to evacuate and spent their Christmas in evacuation centers.

As Typhoon Nina barrels its way through southern Luzon, response and recovery begins for many affected victims in the Bicol region.

The Department of Social Welfare and Development (DSWD) has started providing relief assistance to families affected by Typhoon Nina on Christmas day, December 25.

At the agency's warehouse, volunteers have been helping social workers pack more relief boxes for distribution, DSWD Secretary Judy Taguiwalo said.

 
Other government offices, civil society groups, and the private sector have also mobilized help for the affected areas. Here's a list of relief operations for victims of Typhoon Nina:

Office of the Vice President. Vice President Leni Robredo has started relief operations for victims in Typhoon Nina. For those who are conducting relief operations in Metro Manila, send your name and contact number to Mara at 0998-5917371. For volunteers based in Naga who want to help in repacking, distribution, and delivery of relief goods, please contact Raffy (09177929349) or Laarni (09198240048). The OVP has put the following items as top priority: bottled water, easy-to-open canned goods, rice, blankets, clothes, and toiletries.
Task Force Tindog Bikol. Vice President Leni Robredo also announced that as of 12 noon, Monday, The Task Force Tindog Bikol of Kaya Natin! Movement for Good Governance and Ethical Leadership has started receiving donations for the survivors of the typhoon. Here's how you can donate:

Philippine Red Cross. PRC has been conducting rescue and relief operations since Typhoon Nina's landfall on Sunday, December 25, former Chairman and now Senator Richard Gordon announced. Those who want to help and who are in need of help may contact their hotline 143 or 790-2300.

Alliance of Concerned Teachers. ACT is gathering relief goods – food, medicines, non-food items, and cash – for the victims of Typhoon Nina. Please bring the donations to the ACT Office at Barangay VASRA. The organization is also willing to pick up items. Please contact Zeni at 426-2238 or 09198688154 or Melay at 09164123694.
Crowdsourcing relief efforts

Rappler's civic engagement arm, MovePH, is helping the government, civil society, and the private sector crowdsource information on what's needed and where relief is needed most. This information will be mapped on the Agos Alert Map and published on Rappler X.

If you have an ongoing relief operation, please post your operation and your call for donations on Rappler X. Rappler will share your post on social media.

If you are in need of any relief, you can Tweet or post on Facebook with the hashtag #ReliefPH. Agos volunteers are monitoring this hashtag and will connect you with organizations who can help. ",26/12/2016,https://www.rappler.com/move-ph/issues/disasters/156615-reliefph-help-victims-typhoon-nina-nock-ten-2016
No power in Catanduanes after Typhoon Nina's landfall – governor,"LEGAZPI CITY, Philippines – Catanduanes Governor Joseph Cua said on Sunday, December 25, that electricity was cut off in his entire province after Typhoon Nina (Nock-ten) made landfall there at 6:30 pm.

""Power is out in the entire province,"" Cua said.

The Provincial Disaster Risk Reduction and Management Council (PDRRMC) in Catanduanes evacuated at least 4,641 families or 20,845 individuals.

""We evacuated more than 4,000 families or 20,845 individuals from 59 barangays of 11 municipalities. We're bracing for the worst impact of [the typhoon]. But everything is in place and hoping that no single precious life will be lost,"" Cua said.

The governor added that the Philippine Ports Authority (PPA) already transferred stranded passengers from the Tabaco Port to Tabaco National High School.

More than one million Bicolanos are spending Christmas in evacuation centers due to Typhoon Nina.

Typhoon Nina comes over 10 years after Typhoon Reming (Durian) affected Bicolanos when it hit Albay on November 30, 2006.

The flooding caused by Reming was aggravated by the mud coming from Mt Mayon, leaving 1,399 people dead.

Preemptive, forced evacuations in Albay

  

In Albay, disaster responders evacuated 207,774 families or over a million individuals living in 3 cities and 15 towns that are prone to flooding, landslides, lahar flow, and storm surges.

Data from the PDRRMC in Albay earlier showed that 1,616 villages will be prone to flooding, landslides, lahar flow, and storm surges should Nina hit the province.

Albay Public Safety and Emergency Management Office (APSEMO) chief Cedric Daep gave a breakdown of the affected families:

59,790 families live in low-lying villages prone to flooding
21,294 families live in landslide-prone areas
34,631 families live in lahar-prone areas
29,087 families live in coastal areas at risk of storm surges
Albay Governor Al Francis Bichara ordered business establishments to close down early on Sunday so that their employees could safely go home.

  

In Pio Duran, Albay, authorities had to conduct forced evacuation in 4 villages to keep families living in danger zones safe from the wrath of the typhoon.

Senior Inspector Marianne Fernandez, the chief of police in Pio Duran, said 170 families or 572 individuals from 4 barangays were evacuated.

At least 1,766 passengers stranded at the Pio Duran seaport were also moved to Josefina Resto Bar located at the 2nd floor of the business establishment LCC.

Forced evacuation was also conducted in flood- and lahar-prone areas in Malilipot, also a town in Albay.",25/12/2016,https://www.rappler.com/nation/156604-no-power-catanduanes-typhoon-nina-2016-landfall
DSWD: P8M worth of goods prepositioned for Typhoon Nina,"MANILA, Philippines – The Department of Social Welfare and Development (DSWD) on Saturday, December 24, raised the red alert status a day before Typhoon Nina (international name Nock-ten) is expected make landfall in Catanduanes.

Social Welfare Secretary Judy Taguiwalo said that various response teams are ready to address emergency situations in areas that will be affected by Nina.

“Our Quick Response Teams (QRTs) are now on standby and are monitoring the situation of the areas under the typhoon’s tracks,” she said. “The NDRRMC Response Cluster is also on red alert to prepare for Nina’s possible damages.”

In preparation for the possible onslaught of the typhoon, DSWD, through its field office in Region V, has already prepositioned goods amounting to P8,057,600 ($161,866) in 25 local government units.

Aside from this, a total of 571,707 family food packs (FFPs) are already placed in strategic locations around the country while the DSWD Central Office and the National Resource Operations Center (NROC) are on standby with stocks and funds amounting to P875,350,057.69 ($17,584,627).

Taguiwalo called on the public, especially people who are travelling to their respective provinces for the holidays, to remain vigilant and observe precautionary measures.

“I know that our citizens are now busy preparing for their Noche Buena feasts. However, we reiterate our call to the public to also prepare for the possible onslaught of the typhoon and to strengthen their coordination with their local disaster agencies,” she said. “We need to prioritize the safety and security of all, especially our children, pregnant women, PWDs and senior citizens.”

The Civil Defense Office in the Bicol region, meanwhile, has urged those who will be affected by Typhoon Nina – around 400,000 – to do preemptive evacuation. (READ: Thousands of Filipinos urged to evacuate before Christmas Day)

In a bulletin issued 5 pm on Saturday, state weather bureau PAGASA said Nina is already 390 kilometers east of Virac, Catanduanes. It is still moving west northwest at 15 kilometers per hour (km/h). Four areas are now under tropical cyclone warning signal number 2.

The typhoon now has maximum winds of up to 175 km/h and gustiness of up to 215 km/h.",24/12/2016,https://www.rappler.com/move-ph/issues/disasters/156521-dswd-red-alert-typhoon-nina-2016
#NinaPH: LTFRB orders south-bound buses to stop trips,"MANILA, Philippines – As Typhoon Nina (Nock-ten) inches closer to the Bicol province and the number of passengers stranded in key ports increases, the Land Transportation Franchising and Regulatory Board (LTFRB) on Saturday, December 24, ordered southbound buses to stop making their trips.

In posts on their official social media accounts, the LTFRB said it was directing “buses going South to halt trips while still in their terminals so as not to add to congestion in ports.”

The regulatory body earlier said that because of the raising of public storm signal number 1 over the Bicol and Sorsogon areas and the Philippine Coast Guard’s no sail orders, “the number of stranded passengers in Batangas and Bicol ports are increasing.”

Earlier Saturday, it was reported that the line of vehicles attempting to travel from Sorsogon to Samar via Matnog Port had reached more than 4 kilometers, mostly because of the number of ferry trips cancelled ahead of Nina’s landfall.

According to the Philippine Coast Guard, over 5,723 passengers have been stranded in Bicol and Eastern Visayas ports because of the typhoon, which is expected to make landfall likely in the evening of Christmas day, December 25.",24/12/2016,https://www.rappler.com/nation/156511-typhoon-nina-2016-south-bound-bus-trips
Thousands of Filipinos urged to evacuate before Christmas Day,"MANILA, Philippines – Philippine authorities urged hundreds of thousands of people to evacuate their homes on Saturday, December 24, as Typhoon Nina (Nock-ten) threatens to hit the eastern part of the country on Christmas Day.

Typhoon Nina is expected to be packing winds of 222 km/h when it makes landfall on Catanduanes, a remote island of 250,000 people, on Sunday, December 25, the US Joint Typhoon Warning Center said.

It is then expected to hit the country's main island of Luzon, including Metro Manila, on Monday, December 26.

""We issued an advisory to local government units this morning to conduct preemptive evacuations,"" Rachel Miranda, spokeswoman for the civil defence office in the Bicol region that includes Catanduanes, told AFP.

Bicol, an agricultural region of 5.5 million people, is often the first area to be hit by the 20 or so storms and typhoons that pound the archipelago each year.

Cedric Daep, civil defense chief for the Bicol province of Albay, told AFP at least 400,000 people in that region alone needed to be evacuated.

""Our evacuation centers will not be able to accommodate all of them,"" he said. Others were being asked to stay with relatives or friends.

""We are requesting vehicle support"" from other government agencies to move people to safety, Daep added.

State weather bureau PAGASA warned of potentially deadly 2-meter waves along the east coast, as well as landslides and flash floods from heavy rains.

Earlier today, the provincial government of Camarines Sur ordered the evacuation of its residents in risky areas by 3 pm as it prepares for Typhoon Nina. (READ: Camarines Sur orders evacuation ahead of Typhoon Nina)

Governor Miguel Luis Villafuerte said all families living within the 1-kilometer strip of land along coastal areas, those living along riverbanks and lakes, in low-lying and landslide prone areas, and in houses made of light materials should be immediately transferred to safer grounds.",24/12/2016,https://www.rappler.com/move-ph/issues/disasters/156505-thousands-filipinos-evacuate-before-christmas
"Typhoon Nina: Almost 4,000 stranded at Bicol ports","ALBAY, Philippines – Close to 4,000 passengers and 407 rolling cargos were stranded in various ports in the Bicol region after trips were cancelled on Saturday, December 24, due to Typhoon Nina (international name: Nock-Ten).

Bernardo Rafaelito Alejandro, chairman of Bicol’s Office of Civil Defense and the Regional Disaster Risk Reduction and Management Council, the 3,641 passengers and the cargos were bound for the Visayas and Mindanao, as well as the provinces of Catanduanes and Masbate.

The 6 provinces of Bicol were placed under signal number 1 by the state bureau PAGASA late Friday night.

As of 8:45 am Saturday, at least 2,885 passengers and 366 rolling cargos were stranded at the Matnog port in Sorsogon, bound for the Visayas and Mindanao. Matnog has the highest number of stranded passengers, which is expected to increase later in the day.

Next to Matnog is Tabaco City (in Albay), with 424 stranded passengers and 17 rolling cargos; followed by Pio Duran (Albay), with 255 passengers and 21 vehicles; Legazpi City (Albay), with 30 stranded passengers; Bulan (Sorsogon), 47 passengers; and San Andres (Catanduanes), 3 rolling cargos.

Alejandro said that the local government unit of Matnog organized a crisis management committee to ensure the safety of the stranded passengers and manage the increasing number of stranded rolling cargos in the area to avoid traffic congestion.

The Philippine Ports Authority in Bicol ordered the cancellation of sea trips in the provinces of Albay, Sorsogon, Camarines Sur, and Catanduanes.

Cebu Pacific Air also cancelled flights to and from Virac in Catanduanes; Legazpi City in Albay; and Cebu and Naga cities in Cebu province.

Philippine Coast Guard to the rescue

On Saturday, the Philippine Coast Guard (PCG) deployed rubber boats and personnel from its Special Operations Group (SOG) to assist its local unit in the Bicol Region, especially in Camarines Sur.

Three units M35 trucks, a small truck, 15 rubber boats, and 7 SOG teams were sent to Bicol, said PCG officer-in-charge Joel Garcia.

Meanwhile, 12 M35 trucks are on standby at the headquarters in Manila to assist residents in the national capital region and in Cavite once Typhoon Nina crosses the area.

As of 11 am on Saturday, PAGASA said Nina was 480 kilometers east of Virac, Catanduanes. It again slowed down, now moving west northwest at 15 kilometers per hour (km/h) from the previous 17 km/h.

The typhoon now has maximum winds of up to 150 km/h and gustiness of up to 185 km/h.

Signal number 1 is raised in the following areas:

southern Quezon
Camarines Norte
Camarines Sur
Catanduanes
Albay
Sorsogon
Masbate including Ticao and Burias Islands
Northern Samar
Samar
Eastern Samar
Nina is expected to make landfall in the Catanduanes-Camarines area on Sunday, December 25 – Christmas Day – likely in the evening. ",24/12/2016,https://www.rappler.com/nation/156509-stranded-bicol-ports-typhoon-nina-2016
Camarines Sur orders evacuation ahead of Typhoon Nina,"MANILA, Philippines – The provincial government of Camarines Sur has ordered the evacuation of its residents in risky areas as it prepares for Typhoon Nina.

Governor Miguel Luis Villafuerte signed Memorandum No. 3 directing all mayors, barangay captains, and the municipal disaster risk reduction council to evacuate all families in vulnerable areas by 3 pm of Saturday, December 24. (READ: The role of LGUs, local councils during disasters)

Villafuerte said all families living within the 1-kilometer strip of land along coastal areas, those living along riverbanks and lakes, in low-lying and landslide prone areas, and in houses made of light materials should be immediately transferred to safer grounds.

Failure to comply, Villafuerte said, is a violation of Republic Act 10121 or the Philippine Disaster Risk Reduction and Management Act of 2010.

In a bulletin issued 5 am on Saturday, state weather bureau PAGASA said Nina is already 475 kilometers east northeast of Guiuan, Eastern Samar. It again slowed down, now moving west northwest at 17 kilometers per hour (km/h) from the previous 19 km/h.

The typhoon now has maximum winds of up to 135 km/h and gustiness of up to 165 km/h and is expected to make landfall in Catanduanes on Christmas Day, either in the afternoon or evening.

Signal number 1 is raised in the following provinces:

Camarines Norte
Camarines Sur
Albay
Catanduanes
Sorsogon
Masbate including Ticao and Burias Islands
Northern Samar
Eastern Samar
PAGASA warned that storm surges are possible in coastal areas in Bicol, Samar, and Quezon. Sea travel is generally risky in Northern Luzon and in the eastern seaboards of Central Luzon, Southern Luzon, and the Visayas.

Nina is expected to leave the Philippine Area of Responsibility (PAR) on Wednesday, December 28.",24/12/2016,https://www.rappler.com/move-ph/issues/disasters/156468-camarines-sur-evacuation-typhoon-nina
